Timestamp,Pod_Name,Node_Name,Namespace,CPU_Usage(Cores),Memory_Usage(MB),Network_Latency(ms),Disk_IO(MB/s),Restart_Count,Failure_Type,Risk_Level,failure_flag
2025-03-16 05:18:32.411180+00:00,pod-2,node-3,staging,0.32,4210.73,260.22,236.2,6,Resource Exhaustion,High Risk,1
2025-03-21 11:24:32.411212+00:00,pod-33,node-2,staging,1.69,5541.58,106.24,978.82,9,Network Issue,High Risk,1
2025-03-21 02:48:32.411238+00:00,pod-45,node-10,production,0.42,7547.04,68.82,312.88,10,Network Issue,High Risk,1
2025-03-17 14:53:32.411264+00:00,pod-30,node-9,production,0.49,6851.64,162.65,300.08,4,Resource Exhaustion,High Risk,1
2025-03-15 21:44:32.411292+00:00,pod-32,node-3,kube-system,1.81,5550.92,341.89,637.72,0,Resource Exhaustion,Low to Medium Risk,1
2025-03-19 06:46:32.411321+00:00,pod-38,node-5,kube-system,2.4,3721.2,65.76,864.63,6,Network Issue,High Risk,1
2025-03-16 19:49:32.411347+00:00,pod-21,node-8,staging,1.51,5164.71,80.56,677.25,7,Network Issue,High Risk,1
2025-03-18 23:14:32.411375+00:00,pod-50,node-7,default,0.65,4939.42,212.22,232.36,8,Node Failure,High Risk,1
2025-03-21 23:40:32.411402+00:00,pod-11,node-8,default,0.65,4494.34,462.16,366.16,9,Resource Exhaustion,High Risk,1
2025-03-19 11:41:32.411428+00:00,pod-42,node-4,staging,0.23,2783.04,456.87,916.13,2,Pod Crash,High Risk,1
2025-03-18 15:22:32.411454+00:00,pod-46,node-6,kube-system,2.31,469.74,110.74,71.02,2,Node Failure,High Risk,1
2025-03-19 14:44:32.411479+00:00,pod-41,node-2,production,1.86,763.88,169.53,75.21,5,Network Issue,Low to Medium Risk,1
2025-03-17 03:35:32.411505+00:00,pod-10,node-1,staging,0.4,6737.06,490.35,724.21,10,Resource Exhaustion,High Risk,1
2025-03-18 18:42:32.411530+00:00,pod-3,node-1,kube-system,2.26,593.96,8.81,904.52,6,Resource Exhaustion,High Risk,1
2025-03-19 00:42:32.411555+00:00,pod-6,node-5,default,1.82,2529.5,462.7,588.93,0,Resource Exhaustion,High Risk,1
2025-03-20 02:37:32.411581+00:00,pod-9,node-7,default,0.64,469.95,438.3,501.75,4,Network Issue,High Risk,1
2025-03-22 10:41:32.411606+00:00,pod-11,node-8,production,0.22,612.57,172.52,863.75,4,Resource Exhaustion,Low to Medium Risk,1
2025-03-19 17:09:32.411632+00:00,pod-32,node-5,kube-system,0.94,3885.13,268.72,565.21,0,Network Issue,Low to Medium Risk,1
2025-03-21 19:04:32.411658+00:00,pod-41,node-10,production,2.04,6466.27,325.38,377.54,2,Pod Crash,High Risk,1
2025-03-18 02:43:32.411684+00:00,pod-36,node-1,default,0.6,2576.81,414.04,978.76,7,Network Issue,High Risk,1
2025-03-17 05:15:32.411710+00:00,pod-13,node-9,kube-system,1.55,7518.76,303.39,687.8,1,Pod Crash,High Risk,1
2025-03-15 16:13:32.411735+00:00,pod-24,node-6,default,1.53,2072.66,206.51,538.99,6,Resource Exhaustion,High Risk,1
2025-03-20 07:14:32.411760+00:00,pod-25,node-5,production,1.81,6420.34,268.74,432.7,3,Node Failure,High Risk,1
2025-03-16 02:10:32.411788+00:00,pod-50,node-8,default,0.18,3939.74,498.95,262.89,9,Pod Crash,High Risk,1
2025-03-19 07:52:32.411813+00:00,pod-42,node-5,production,1.45,1374.97,65.93,267.45,4,Pod Crash,Low to Medium Risk,1
2025-03-19 07:41:32.411840+00:00,pod-20,node-10,kube-system,0.27,7865.88,152.54,260.08,5,Node Failure,High Risk,1
2025-03-16 15:09:32.411866+00:00,pod-1,node-3,staging,0.93,7430.88,376.62,730.61,1,Node Failure,High Risk,1
2025-03-17 01:24:32.411893+00:00,pod-21,node-10,staging,1.0,1857.76,80.8,226.95,2,No Failure,No Risk,0
2025-03-17 11:26:32.411919+00:00,pod-19,node-1,staging,1.53,5755.05,345.96,83.54,3,Resource Exhaustion,Low to Medium Risk,1
2025-03-17 20:51:32.411945+00:00,pod-1,node-5,default,1.02,3107.5,489.97,819.6,4,Network Issue,High Risk,1
2025-03-20 23:37:32.411984+00:00,pod-5,node-1,staging,2.05,1956.4,293.49,954.0,3,Pod Crash,High Risk,1
2025-03-16 10:15:32.412028+00:00,pod-4,node-8,kube-system,0.18,2640.28,371.25,715.47,9,Network Issue,High Risk,1
2025-03-16 21:11:32.412054+00:00,pod-20,node-8,staging,1.58,1785.97,14.55,912.56,2,Network Issue,Low to Medium Risk,1
2025-03-18 17:42:32.412081+00:00,pod-5,node-8,default,2.0,6009.72,170.07,263.37,4,Resource Exhaustion,High Risk,1
2025-03-17 01:09:32.412107+00:00,pod-10,node-2,production,1.2,1295.35,339.5,761.95,1,Network Issue,Low to Medium Risk,1
2025-03-16 01:36:32.412133+00:00,pod-12,node-4,kube-system,1.83,1695.63,66.79,545.33,1,Resource Exhaustion,Low to Medium Risk,1
2025-03-17 14:17:32.412158+00:00,pod-45,node-10,production,1.01,6569.56,132.72,187.46,10,Resource Exhaustion,High Risk,1
2025-03-17 21:54:32.412185+00:00,pod-16,node-5,production,0.62,7345.04,70.04,228.71,1,Pod Crash,High Risk,1
2025-03-19 05:40:32.412213+00:00,pod-50,node-4,default,0.77,4585.63,275.06,529.37,0,Resource Exhaustion,Low to Medium Risk,1
2025-03-16 15:57:32.412239+00:00,pod-32,node-5,kube-system,1.32,2996.72,106.4,912.31,6,Node Failure,High Risk,1
2025-03-19 12:20:32.412266+00:00,pod-20,node-7,default,0.94,4006.74,152.13,836.81,3,Pod Crash,Low to Medium Risk,1
2025-03-16 07:52:32.412306+00:00,pod-19,node-3,production,0.99,5230.66,367.54,714.67,3,Pod Crash,Low to Medium Risk,1
2025-03-18 11:57:32.412356+00:00,pod-45,node-8,production,0.76,2358.13,442.04,323.46,0,Network Issue,High Risk,1
2025-03-21 03:13:32.412400+00:00,pod-29,node-6,staging,2.4,2343.86,44.22,94.47,1,Network Issue,High Risk,1
2025-03-21 02:17:32.412434+00:00,pod-35,node-8,default,2.3,7596.7,237.92,858.17,9,Node Failure,High Risk,1
2025-03-16 12:28:32.412461+00:00,pod-28,node-2,staging,0.96,3389.74,29.42,540.52,4,Node Failure,Low to Medium Risk,1
2025-03-15 20:25:32.412497+00:00,pod-21,node-10,default,1.12,5281.67,169.22,633.13,10,Pod Crash,High Risk,1
2025-03-18 06:33:32.412544+00:00,pod-26,node-4,default,0.41,4880.08,231.5,153.01,5,Node Failure,Low to Medium Risk,1
2025-03-21 03:39:32.412583+00:00,pod-27,node-5,production,1.58,2514.91,186.8,641.42,3,Pod Crash,Low to Medium Risk,1
2025-03-17 20:13:32.412615+00:00,pod-8,node-2,default,1.07,6722.51,98.55,829.94,10,Pod Crash,High Risk,1
2025-03-17 07:51:32.412641+00:00,pod-20,node-8,default,0.71,4653.91,408.32,997.69,0,Resource Exhaustion,High Risk,1
2025-03-16 08:22:32.412681+00:00,pod-48,node-7,kube-system,1.86,2621.05,270.97,377.37,2,Network Issue,Low to Medium Risk,1
2025-03-21 15:05:32.412722+00:00,pod-39,node-7,kube-system,1.34,2583.82,139.33,550.95,2,No Failure,No Risk,0
2025-03-16 12:17:32.412751+00:00,pod-36,node-4,kube-system,1.51,6475.52,442.15,270.98,9,Pod Crash,High Risk,1
2025-03-17 04:39:32.412778+00:00,pod-13,node-6,default,1.67,790.36,180.47,168.33,6,Network Issue,High Risk,1
2025-03-19 18:15:32.412804+00:00,pod-25,node-9,production,2.31,1293.65,315.83,253.19,4,Node Failure,High Risk,1
2025-03-15 17:49:32.412830+00:00,pod-40,node-4,default,0.57,2677.27,154.49,924.24,7,Resource Exhaustion,High Risk,1
2025-03-21 10:08:32.412856+00:00,pod-40,node-9,production,0.24,462.76,305.8,826.43,5,Resource Exhaustion,Low to Medium Risk,1
2025-03-18 16:17:32.412882+00:00,pod-45,node-8,default,1.31,2448.98,319.6,372.3,1,Pod Crash,Low to Medium Risk,1
2025-03-17 05:40:32.412919+00:00,pod-11,node-5,default,0.64,626.18,257.06,834.91,10,Node Failure,High Risk,1
2025-03-21 22:54:32.412961+00:00,pod-40,node-3,default,0.22,3037.44,178.22,649.85,0,No Failure,No Risk,0
2025-03-20 11:06:32.412988+00:00,pod-1,node-5,production,0.22,678.36,497.55,210.65,5,Resource Exhaustion,High Risk,1
2025-03-20 19:50:32.413013+00:00,pod-19,node-4,staging,1.47,3363.64,119.51,277.03,0,No Failure,No Risk,0
2025-03-20 15:39:32.413050+00:00,pod-8,node-4,production,2.11,1516.23,178.49,433.9,3,Resource Exhaustion,High Risk,1
2025-03-16 22:06:32.413080+00:00,pod-17,node-4,production,2.26,7118.02,273.33,647.55,6,Resource Exhaustion,High Risk,1
2025-03-19 06:36:32.413107+00:00,pod-8,node-6,default,1.67,4653.38,231.21,976.99,1,Resource Exhaustion,Low to Medium Risk,1
2025-03-17 00:46:32.413132+00:00,pod-46,node-1,staging,1.57,2566.69,320.98,840.94,10,Pod Crash,High Risk,1
2025-03-20 08:01:32.413159+00:00,pod-18,node-7,staging,1.56,5191.36,354.32,523.95,5,Network Issue,Low to Medium Risk,1
2025-03-15 14:16:32.413186+00:00,pod-49,node-6,production,0.35,5239.48,62.28,950.35,9,Network Issue,High Risk,1
2025-03-22 09:55:32.413211+00:00,pod-19,node-3,kube-system,1.75,1692.95,491.37,132.49,10,Resource Exhaustion,High Risk,1
2025-03-18 14:56:32.413237+00:00,pod-48,node-9,kube-system,2.31,6926.35,135.49,825.88,2,Network Issue,High Risk,1
2025-03-20 12:24:32.413263+00:00,pod-32,node-2,staging,2.16,5635.35,160.12,775.98,8,Node Failure,High Risk,1
2025-03-19 03:50:32.413288+00:00,pod-31,node-4,default,2.02,3589.49,453.09,786.52,3,Node Failure,High Risk,1
2025-03-15 23:44:32.413314+00:00,pod-44,node-9,default,0.59,2937.13,385.59,531.36,9,Resource Exhaustion,High Risk,1
2025-03-18 13:39:32.413341+00:00,pod-22,node-7,staging,2.23,3741.39,307.21,359.58,6,Resource Exhaustion,High Risk,1
2025-03-18 21:55:32.413367+00:00,pod-28,node-4,production,2.3,3082.04,54.44,252.14,3,Resource Exhaustion,High Risk,1
2025-03-21 07:43:32.413393+00:00,pod-6,node-4,kube-system,0.15,4916.63,451.71,91.52,10,Network Issue,High Risk,1
2025-03-17 02:45:32.413420+00:00,pod-32,node-9,kube-system,1.09,4420.39,9.07,872.24,3,Resource Exhaustion,Low to Medium Risk,1
2025-03-20 03:40:32.413446+00:00,pod-9,node-5,staging,0.98,351.98,409.44,958.2,7,Pod Crash,High Risk,1
2025-03-19 05:45:32.413489+00:00,pod-47,node-7,production,0.03,3640.92,93.01,461.14,7,Resource Exhaustion,High Risk,1
2025-03-17 07:29:32.413518+00:00,pod-20,node-4,production,0.79,5754.27,152.23,577.73,1,Resource Exhaustion,Low to Medium Risk,1
2025-03-21 14:37:32.413544+00:00,pod-38,node-6,default,1.29,5242.35,473.27,802.61,9,Network Issue,High Risk,1
2025-03-18 11:44:32.413570+00:00,pod-31,node-1,kube-system,0.62,3556.54,450.53,342.06,0,Resource Exhaustion,High Risk,1
2025-03-16 21:54:32.413596+00:00,pod-18,node-3,default,1.08,1393.22,345.12,503.29,10,Node Failure,High Risk,1
2025-03-17 10:38:32.413622+00:00,pod-38,node-2,staging,0.25,4099.65,429.71,923.8,1,Network Issue,High Risk,1
2025-03-18 18:24:32.413649+00:00,pod-39,node-2,production,0.52,4460.59,309.31,821.36,8,Network Issue,High Risk,1
2025-03-21 15:19:32.413674+00:00,pod-13,node-1,production,0.73,216.84,417.67,798.12,8,Pod Crash,High Risk,1
2025-03-19 01:25:32.413699+00:00,pod-15,node-3,production,1.15,6498.31,79.19,882.57,5,Network Issue,High Risk,1
2025-03-19 02:36:32.413737+00:00,pod-34,node-9,production,0.39,6284.53,343.04,183.19,2,Pod Crash,High Risk,1
2025-03-22 11:09:32.413780+00:00,pod-6,node-8,default,1.05,459.88,241.01,921.46,9,Resource Exhaustion,High Risk,1
2025-03-19 15:36:32.413808+00:00,pod-5,node-4,production,2.18,6122.12,394.19,917.62,1,Resource Exhaustion,High Risk,1
2025-03-21 16:41:32.413835+00:00,pod-4,node-10,staging,2.43,2850.55,414.9,289.8,1,Network Issue,High Risk,1
2025-03-21 08:08:32.413862+00:00,pod-11,node-2,production,0.8,7484.89,403.57,805.33,9,Resource Exhaustion,High Risk,1
2025-03-17 03:58:32.413893+00:00,pod-9,node-1,staging,0.9,4517.09,88.85,147.64,8,Resource Exhaustion,High Risk,1
2025-03-15 17:10:32.413934+00:00,pod-29,node-5,production,0.64,7736.04,481.91,870.49,3,Pod Crash,High Risk,1
2025-03-17 02:05:32.413977+00:00,pod-4,node-4,default,1.63,4167.14,238.46,94.16,5,Network Issue,Low to Medium Risk,1
2025-03-19 00:38:32.414004+00:00,pod-45,node-3,default,1.12,7118.65,128.38,538.67,10,Resource Exhaustion,High Risk,1
2025-03-16 16:19:32.414030+00:00,pod-38,node-5,default,0.03,5405.62,287.66,205.48,1,Node Failure,Low to Medium Risk,1
2025-03-16 06:10:32.414072+00:00,pod-25,node-2,kube-system,1.42,1210.95,60.4,449.03,0,No Failure,No Risk,0
2025-03-19 12:17:32.414111+00:00,pod-41,node-5,kube-system,2.09,2604.2,447.82,129.41,1,Resource Exhaustion,High Risk,1
2025-03-21 11:27:32.414145+00:00,pod-9,node-6,staging,0.08,6131.83,470.3,383.73,5,Resource Exhaustion,High Risk,1
2025-03-16 00:35:32.414175+00:00,pod-24,node-7,staging,1.9,1177.87,282.83,738.48,8,Network Issue,High Risk,1
2025-03-19 23:11:32.414203+00:00,pod-26,node-3,production,1.19,4681.66,367.19,699.77,0,Node Failure,Low to Medium Risk,1
2025-03-20 09:02:32.414237+00:00,pod-41,node-5,staging,0.25,7972.58,64.65,981.73,1,Node Failure,High Risk,1
2025-03-16 14:47:32.414283+00:00,pod-11,node-1,default,1.87,2179.44,142.17,264.23,5,Pod Crash,Low to Medium Risk,1
2025-03-18 16:56:32.414326+00:00,pod-13,node-9,default,0.57,4032.75,346.38,306.04,8,Network Issue,High Risk,1
2025-03-19 03:29:32.414353+00:00,pod-13,node-3,kube-system,1.25,6483.22,277.56,85.65,10,Node Failure,High Risk,1
2025-03-21 12:17:32.414387+00:00,pod-20,node-4,default,1.39,7135.05,446.16,541.97,4,Resource Exhaustion,High Risk,1
2025-03-19 22:23:32.414441+00:00,pod-13,node-9,default,0.38,2978.37,398.67,264.31,3,Node Failure,Low to Medium Risk,1
2025-03-21 14:05:32.414493+00:00,pod-6,node-7,kube-system,2.04,4984.64,259.63,332.38,8,Network Issue,High Risk,1
2025-03-22 04:57:32.414543+00:00,pod-49,node-6,staging,0.05,2999.16,493.4,905.52,4,Resource Exhaustion,High Risk,1
2025-03-16 10:15:32.414598+00:00,pod-17,node-6,production,1.61,6242.47,340.08,764.07,9,Node Failure,High Risk,1
2025-03-17 01:13:32.414644+00:00,pod-44,node-6,kube-system,0.68,2075.06,377.76,711.75,1,Resource Exhaustion,Low to Medium Risk,1
2025-03-15 17:43:32.414678+00:00,pod-34,node-9,staging,1.5,3492.31,436.24,991.37,8,Pod Crash,High Risk,1
2025-03-15 14:21:32.414705+00:00,pod-11,node-4,production,0.21,3626.42,118.24,804.79,10,Node Failure,High Risk,1
2025-03-16 04:28:32.414731+00:00,pod-47,node-9,default,1.14,1659.86,494.55,315.96,7,Resource Exhaustion,High Risk,1
2025-03-19 13:29:32.414757+00:00,pod-43,node-3,default,0.36,3051.27,159.45,916.26,5,Network Issue,Low to Medium Risk,1
2025-03-21 02:15:32.414786+00:00,pod-45,node-10,production,1.14,3682.41,431.16,321.63,9,Pod Crash,High Risk,1
2025-03-17 12:19:32.414827+00:00,pod-44,node-7,production,1.82,6289.15,189.3,376.76,1,Node Failure,High Risk,1
2025-03-19 03:12:32.414861+00:00,pod-3,node-7,staging,1.85,4106.66,202.41,304.61,10,Resource Exhaustion,High Risk,1
2025-03-17 05:27:32.414887+00:00,pod-4,node-8,kube-system,0.29,281.3,352.38,365.05,7,Network Issue,High Risk,1
2025-03-22 06:15:32.414914+00:00,pod-16,node-3,default,2.36,4050.3,444.94,758.32,7,Pod Crash,High Risk,1
2025-03-17 16:17:32.414946+00:00,pod-21,node-1,production,2.37,2548.64,290.41,94.43,6,Resource Exhaustion,High Risk,1
2025-03-21 10:39:32.414990+00:00,pod-3,node-4,production,1.59,5746.52,263.06,267.74,3,Network Issue,Low to Medium Risk,1
2025-03-19 00:02:32.415031+00:00,pod-46,node-3,default,1.05,4092.15,446.42,376.07,8,Pod Crash,High Risk,1
2025-03-18 22:30:32.415062+00:00,pod-39,node-9,production,1.2,3056.39,64.96,407.68,9,Node Failure,High Risk,1
2025-03-18 14:59:32.415092+00:00,pod-1,node-7,production,1.88,6661.42,270.44,821.74,6,Network Issue,High Risk,1
2025-03-20 19:06:32.415121+00:00,pod-43,node-7,default,0.16,7422.52,128.53,688.01,0,Resource Exhaustion,High Risk,1
2025-03-21 07:35:32.415164+00:00,pod-36,node-6,staging,0.43,4681.84,192.08,426.59,7,Resource Exhaustion,High Risk,1
2025-03-19 22:40:32.415205+00:00,pod-33,node-5,default,1.34,6600.68,119.47,950.87,5,Node Failure,High Risk,1
2025-03-15 23:10:32.415236+00:00,pod-28,node-8,staging,1.83,7610.91,289.0,554.27,0,Node Failure,High Risk,1
2025-03-16 18:17:32.415263+00:00,pod-3,node-8,staging,1.29,3526.88,393.15,882.18,8,Network Issue,High Risk,1
2025-03-17 14:04:32.415300+00:00,pod-43,node-4,staging,1.38,2518.17,443.02,801.69,8,Pod Crash,High Risk,1
2025-03-22 06:37:32.415341+00:00,pod-43,node-6,production,2.04,4971.31,445.42,417.9,7,Resource Exhaustion,High Risk,1
2025-03-17 20:57:32.415368+00:00,pod-8,node-3,production,0.8,154.28,362.84,980.01,9,Pod Crash,High Risk,1
2025-03-17 20:27:32.415394+00:00,pod-14,node-3,default,2.19,5798.29,261.29,593.99,9,Pod Crash,High Risk,1
2025-03-21 14:08:32.415420+00:00,pod-23,node-2,staging,1.38,3892.76,141.87,342.69,1,No Failure,No Risk,0
2025-03-18 10:05:32.415446+00:00,pod-31,node-8,staging,1.86,7099.73,414.16,682.75,7,Pod Crash,High Risk,1
2025-03-15 13:11:32.415472+00:00,pod-29,node-8,default,1.5,7383.41,360.07,274.53,1,Network Issue,High Risk,1
2025-03-21 18:31:32.415504+00:00,pod-47,node-7,kube-system,0.69,2546.11,181.97,922.41,6,Network Issue,High Risk,1
2025-03-15 15:14:32.415545+00:00,pod-29,node-9,staging,1.58,7929.53,114.06,425.74,8,Pod Crash,High Risk,1
2025-03-18 23:41:32.415580+00:00,pod-45,node-8,staging,1.55,831.07,471.03,586.43,10,Node Failure,High Risk,1
2025-03-18 02:07:32.415606+00:00,pod-32,node-10,production,0.07,1079.25,385.22,636.49,1,Resource Exhaustion,Low to Medium Risk,1
2025-03-20 19:55:32.415635+00:00,pod-21,node-4,default,1.95,3349.82,347.76,228.22,2,Node Failure,Low to Medium Risk,1
2025-03-17 07:09:32.415671+00:00,pod-37,node-5,staging,1.66,2412.58,417.38,718.93,7,Pod Crash,High Risk,1
2025-03-18 08:13:32.415713+00:00,pod-38,node-5,kube-system,0.04,6349.44,456.21,896.54,8,Resource Exhaustion,High Risk,1
2025-03-20 10:27:32.415744+00:00,pod-17,node-1,default,1.25,4354.4,329.69,921.57,1,Network Issue,Low to Medium Risk,1
2025-03-17 08:11:32.415770+00:00,pod-14,node-7,staging,1.95,5908.83,321.7,691.96,9,Network Issue,High Risk,1
2025-03-18 01:19:32.415806+00:00,pod-2,node-4,kube-system,2.13,4741.32,381.82,540.52,2,Resource Exhaustion,High Risk,1
2025-03-18 19:39:32.415848+00:00,pod-47,node-7,default,1.89,5818.2,102.32,109.59,0,Network Issue,Low to Medium Risk,1
2025-03-17 22:53:32.415884+00:00,pod-34,node-10,production,0.73,1926.79,167.28,581.63,6,Pod Crash,High Risk,1
2025-03-17 00:12:32.415911+00:00,pod-21,node-5,staging,0.68,1431.03,168.79,489.17,2,No Failure,No Risk,0
2025-03-21 05:20:32.415940+00:00,pod-26,node-10,staging,1.73,4164.66,279.56,490.6,2,Pod Crash,Low to Medium Risk,1
2025-03-18 19:24:32.415972+00:00,pod-5,node-8,kube-system,1.64,5229.57,111.86,987.92,7,Resource Exhaustion,High Risk,1
2025-03-16 09:47:32.416014+00:00,pod-17,node-9,production,1.85,6819.91,9.83,393.84,0,Resource Exhaustion,High Risk,1
2025-03-17 05:54:32.416055+00:00,pod-17,node-1,staging,0.82,6544.65,173.2,620.9,7,Network Issue,High Risk,1
2025-03-18 19:53:32.416082+00:00,pod-15,node-7,staging,0.31,5244.74,426.12,315.28,0,Network Issue,High Risk,1
2025-03-16 23:32:32.416108+00:00,pod-15,node-7,default,0.82,7738.53,274.01,910.69,3,Network Issue,High Risk,1
2025-03-15 19:11:32.416150+00:00,pod-47,node-6,production,0.43,6341.75,417.5,134.7,5,Pod Crash,High Risk,1
2025-03-20 12:31:32.416195+00:00,pod-1,node-9,staging,0.17,5631.39,107.43,874.55,0,Network Issue,Low to Medium Risk,1
2025-03-21 07:32:32.416224+00:00,pod-23,node-6,kube-system,0.56,412.88,214.05,471.5,5,Resource Exhaustion,Low to Medium Risk,1
2025-03-17 15:27:32.416251+00:00,pod-4,node-7,kube-system,1.24,6144.21,5.61,895.19,9,Resource Exhaustion,High Risk,1
2025-03-18 01:30:32.416289+00:00,pod-23,node-6,kube-system,0.11,3822.52,279.05,934.54,8,Resource Exhaustion,High Risk,1
2025-03-16 04:11:32.436661+00:00,pod-14,node-5,default,0.35,4546.35,365.04,335.23,10,Pod Crash,High Risk,1
2025-03-17 03:13:32.436721+00:00,pod-12,node-2,kube-system,0.18,5115.56,268.64,646.36,8,Network Issue,High Risk,1
2025-03-20 06:15:32.436757+00:00,pod-15,node-7,default,2.28,7105.57,152.48,309.03,2,Network Issue,High Risk,1
2025-03-20 11:17:32.436819+00:00,pod-4,node-8,production,1.21,909.24,68.85,308.85,8,Node Failure,High Risk,1
2025-03-15 15:09:32.436854+00:00,pod-41,node-5,production,1.92,5753.23,286.65,65.6,7,Resource Exhaustion,High Risk,1
2025-03-21 16:34:32.436891+00:00,pod-15,node-8,kube-system,2.29,1600.98,321.51,529.03,8,Resource Exhaustion,High Risk,1
2025-03-15 13:22:32.436924+00:00,pod-46,node-2,production,0.86,7550.51,98.57,117.87,9,Network Issue,High Risk,1
2025-03-20 18:45:32.436967+00:00,pod-38,node-3,production,0.43,6759.23,415.73,646.85,7,Network Issue,High Risk,1
2025-03-22 03:18:32.436996+00:00,pod-14,node-7,default,0.7,3607.44,100.32,54.13,7,Network Issue,High Risk,1
2025-03-18 21:26:32.437033+00:00,pod-48,node-8,production,0.66,2757.69,353.5,992.57,0,Node Failure,Low to Medium Risk,1
2025-03-19 15:57:32.437070+00:00,pod-26,node-9,kube-system,1.32,2713.62,76.93,348.84,7,Network Issue,High Risk,1
2025-03-19 00:54:32.437097+00:00,pod-50,node-4,default,0.83,2152.71,330.05,551.44,4,Resource Exhaustion,Low to Medium Risk,1
2025-03-16 22:14:32.437125+00:00,pod-28,node-4,kube-system,2.01,5344.17,40.79,244.22,7,Network Issue,High Risk,1
2025-03-21 18:09:32.437169+00:00,pod-14,node-9,production,0.07,3880.97,497.68,361.58,4,Pod Crash,High Risk,1
2025-03-19 18:10:32.437209+00:00,pod-27,node-5,default,1.15,1069.84,107.77,437.44,4,Pod Crash,Low to Medium Risk,1
2025-03-16 01:35:32.437251+00:00,pod-15,node-4,default,1.63,5521.65,151.36,827.29,6,Resource Exhaustion,High Risk,1
2025-03-16 21:09:32.437278+00:00,pod-39,node-10,default,1.67,3247.0,196.25,991.3,0,Node Failure,Low to Medium Risk,1
2025-03-17 09:33:32.437307+00:00,pod-10,node-8,production,1.47,5090.21,451.95,655.8,4,Pod Crash,High Risk,1
2025-03-20 06:06:32.437334+00:00,pod-29,node-8,production,2.08,7667.87,310.15,873.65,0,Network Issue,High Risk,1
2025-03-15 21:19:32.437365+00:00,pod-8,node-3,kube-system,2.38,5991.85,465.89,187.3,1,Node Failure,High Risk,1
2025-03-21 21:34:32.437393+00:00,pod-20,node-2,staging,1.89,2539.29,52.79,806.34,7,Node Failure,High Risk,1
2025-03-18 10:11:32.437419+00:00,pod-26,node-10,staging,1.14,6238.34,194.89,775.25,4,Resource Exhaustion,High Risk,1
2025-03-21 14:14:32.437446+00:00,pod-23,node-9,kube-system,2.46,3391.54,396.79,542.35,9,Pod Crash,High Risk,1
2025-03-18 18:55:32.437489+00:00,pod-50,node-5,staging,0.62,2949.39,476.67,745.01,3,Pod Crash,High Risk,1
2025-03-20 02:09:32.437520+00:00,pod-35,node-6,default,0.8,1531.02,231.43,906.68,3,Node Failure,Low to Medium Risk,1
2025-03-19 07:28:32.437560+00:00,pod-27,node-4,production,0.39,4338.08,388.08,187.36,10,Node Failure,High Risk,1
2025-03-18 10:15:32.437603+00:00,pod-26,node-8,production,1.55,5659.72,238.52,302.38,6,Network Issue,High Risk,1
2025-03-17 15:03:32.437647+00:00,pod-10,node-2,staging,0.13,7690.0,100.52,386.57,4,Network Issue,High Risk,1
2025-03-18 14:51:32.437691+00:00,pod-26,node-1,staging,1.82,1797.18,238.27,477.0,2,Resource Exhaustion,Low to Medium Risk,1
2025-03-15 23:07:32.437736+00:00,pod-40,node-8,production,1.93,7025.31,257.14,322.75,5,Resource Exhaustion,High Risk,1
2025-03-16 18:44:32.437794+00:00,pod-38,node-5,kube-system,0.4,7898.2,265.88,676.63,0,Resource Exhaustion,High Risk,1
2025-03-22 04:53:32.437854+00:00,pod-23,node-3,production,1.44,6764.44,284.75,268.41,3,Resource Exhaustion,High Risk,1
2025-03-16 07:33:32.437903+00:00,pod-12,node-5,production,1.47,4717.48,166.75,670.99,10,Resource Exhaustion,High Risk,1
2025-03-16 09:55:32.437946+00:00,pod-35,node-8,default,1.76,4325.55,331.05,160.62,3,Resource Exhaustion,Low to Medium Risk,1
2025-03-17 09:47:32.438000+00:00,pod-49,node-4,kube-system,0.17,1773.18,23.2,270.73,8,Resource Exhaustion,High Risk,1
2025-03-20 05:25:32.438041+00:00,pod-16,node-2,staging,1.27,2007.06,318.02,141.49,7,Node Failure,High Risk,1
2025-03-16 19:10:32.438069+00:00,pod-21,node-1,default,1.12,6587.86,241.29,519.9,4,Node Failure,High Risk,1
2025-03-17 05:31:32.438103+00:00,pod-46,node-6,staging,1.2,459.64,369.9,209.96,8,Network Issue,High Risk,1
2025-03-21 10:06:32.438149+00:00,pod-2,node-7,production,0.77,7434.87,329.49,577.44,7,Network Issue,High Risk,1
2025-03-16 18:45:32.438191+00:00,pod-12,node-10,staging,0.16,7389.87,99.02,897.14,5,Node Failure,High Risk,1
2025-03-17 22:55:32.438220+00:00,pod-22,node-8,production,0.07,261.82,79.75,551.75,5,Node Failure,Low to Medium Risk,1
2025-03-21 07:31:32.438247+00:00,pod-27,node-10,production,1.19,6465.43,257.25,516.08,7,Resource Exhaustion,High Risk,1
2025-03-20 17:17:32.438293+00:00,pod-14,node-4,staging,0.8,7451.65,133.31,265.36,3,Resource Exhaustion,High Risk,1
2025-03-17 05:37:32.438322+00:00,pod-38,node-10,staging,0.5,2523.66,60.6,674.02,3,Resource Exhaustion,Low to Medium Risk,1
2025-03-20 03:24:32.438349+00:00,pod-37,node-6,default,0.64,6997.13,418.0,309.11,0,Network Issue,High Risk,1
2025-03-15 21:20:32.438375+00:00,pod-42,node-8,kube-system,1.47,6997.89,160.43,710.63,5,Node Failure,High Risk,1
